video_name,label
D:\deepfakes\data\train\train_00\dfdc_train_part_0\vqwkmjorkj.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\gilzdnbpep.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\bpguesjrfa.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\vamicuaopj.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\jqypqwufdv.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\oypqzdrhcr.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\nglitpseyp.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\onknhowfqb.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\izjvqhjokl.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\wirblaouzv.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\hgjdosshpt.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\padqtwbzzo.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\gxzdueambi.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\qjvjkojjkl.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\oobmorozgk.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\dsiirbwwyt.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\buzdtxdyid.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\aymlynzeni.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\gcphojsohr.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\scpglaliyh.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\wwvykizoms.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\fswszwicfw.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\uyhqrokmfe.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\imndwwlfui.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\rpnetwqgqz.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\stgusxhcta.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\oibtsgqujh.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\iazovjywij.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\lxnqzocgaq.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\eurhttghny.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\kdiokpezzi.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\gbgtzspdnv.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\tyijytqowe.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\wvjtrmduky.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\hqcrauawma.mp4,1
D:\deepfakes\data\train\train_00\dfdc_train_part_0\chzqptmqxv.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\zumqqvixhu.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\utdlsqfykm.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mdfndlljvt.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\maktypgsfl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\pleqihjpif.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\yejvlyggtw.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\yotsfuryir.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\tguqyatciq.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\fjzrvkleur.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\kylqyoxeqm.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\txvcwipjsf.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ehthgupumf.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mmzyykqddf.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vnvqcbunxx.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wqbetjqhaz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\etkmawxvet.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\njtvpzyysk.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\zmkmyjlzpt.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gshruegrcb.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\fwifdmqqjc.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\spetzyllrv.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\lnfnzdyelg.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\lbflwoaoyu.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mcjocflwhp.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ujslmfluwe.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\kgpibfbwhy.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\tlmlrntoxs.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\rzwpdhlyjs.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\occenqcbkz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mfgihrurqm.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\fyiymoftcx.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\dikzljabcv.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\zhpatactee.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vdtsbqidjb.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ettliojswb.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gyiknkigjg.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\eyfliddvar.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\bjeiutsvuz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\bkxxbtsvkz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ifjqwcoaqa.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\udynlsccpj.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\zzeircwkbh.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\yowlrvmqyq.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gfdocnszxc.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\krxoipopjy.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ssuteaoloo.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\myseqtaakr.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\lthuwimxlk.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gkqzhnqfxo.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vgvqcbtepv.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\moytwoyusu.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mhdugjpmkg.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mubqivmfzp.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\pjqwaiphnt.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wzxhwvtloi.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wldtjcifgl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\alxffdisev.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\fomaiyrtin.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\zrrncwxmdc.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vbcgoyxsvn.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\xenrrjivnr.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\suracgxmob.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vlirighakl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\uidllncyjd.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ldjhbsudib.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\dfhthnhzrb.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\rubsrklwhx.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\lhpinnfqas.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wwfdmnhlty.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ezynyiyewj.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\jmtspvpecy.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\kewcrafasg.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\mzolcisxha.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\hmjiojxgwm.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ntyxlzsxrz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gzfkpecqls.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ugbymbawuh.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\kxxiuspacl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\jqffbjwxre.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\nzhsdscung.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\snqpxfecxh.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\iluitobthi.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\tgkhgnukkq.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\tqviutgypu.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\cpxzktdxsi.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\bdgcinijzt.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wsbxcztvel.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\httbasaevn.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\smmtcxrcxx.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\wrwethjyrk.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\bfpqojyrkp.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\msrexvwvrj.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ovpbnwrqwl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\yuteraqwck.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\xvrmugrctg.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\atisizneup.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gckdxfrstd.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\bmsoarcvmn.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\gerhijzwvq.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\lcpeyewsvl.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\izsiyppwbp.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\uqyicbrmuq.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\vwdveepjhm.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\jyrvsifszr.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\sclvdumbkh.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\ildymgduvu.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\orixbcfvdz.mp4,1
D:\deepfakes\data\train\train_01\dfdc_train_part_1\hjezlaklbj.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\qyyebirxwe.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ntjlknlcvn.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\qivpypiwlp.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\lpkgabskbw.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vctemjbusz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kligjmklcw.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\jtteetuqtt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\bbuebaojot.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\jsnkotxoua.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fqhovztzbp.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\litakpzghb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\bkvujfissu.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\gvleesmgxz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\gjlrssvqkt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\smvyymdsdc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\murqgmxknx.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vdzlykljaf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\sjkfxrlxxs.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ytddugrwph.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xauhzmhqdk.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\zsnnktadbl.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ukclebahfm.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xmgdvugizi.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\aqtvsxelrj.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\frcsdlkxws.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wkxouifkzc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\botswdcyee.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ktkjmqrvxt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vbhsyoigsu.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\yyfdhmrfgg.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\iygqtvkrwf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\lydxafrxsy.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\unmpiwboha.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\nlntwnqrzj.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\mnowxangqx.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ihfemhgyyk.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fuqflmbxwh.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\jzsdlsaodc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kemtbmrfkf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\upswpfarqz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hgfcupavaj.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xkkdsndlpr.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\zgjosltkie.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xrltimmbyc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\todbwfbpxe.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\qsjiypnjwi.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\aktnlyqpah.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vjujyhfhrz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xaarfgflox.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fdyzixbbni.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\cgigqncgru.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hqvkabpedg.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xgbrtjtiuy.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kdhdcxbeti.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\akjvglpobj.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\stgweqepva.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\rznhsemash.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\yrcwgrgeoa.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fmegtxqovc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\atophdvemg.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\daduxgwpjz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wrmypaurck.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\aabdnomlru.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hhxaxylkgv.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\esjnbixlal.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\psjvaeamke.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\dktpniyvec.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wruglpwldh.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\izqloinjwk.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fcbwiaddld.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\rdvvkfvtnm.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\doeeuppytb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\rllpgflwaq.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\guclsnyxvq.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ucnnsarnao.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hbmumtptii.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\agziimvuqi.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\mmgvyvdaqt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vyxryahfuw.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\sljaizccqh.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\pyriecynrt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\anuzdiqqnq.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kpvvdydcev.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\megxyffexb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\condbpyazo.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\cwasnpqxck.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\uatziuqdfx.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ctwqyniuuk.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\nnkvgtmecd.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\xdxmcxbyjz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\rtmbucxfef.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wywmsnneuv.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wydfrjeniu.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\wjqqxxabcv.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\weueykzwsc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fckrovmlsc.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\qltfpcrpbu.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\mbdljgtilt.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\pnsdkpufyb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\oqejtxqvhp.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\rlkrteswpq.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\foaszwqboi.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\zwlasrtutr.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\smeubiwvsa.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\qriicptrta.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\terlujixxf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\zyxrpvarcw.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\maczkptqhf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kfjalioqsz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\nrejgewmad.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\iczkbkwwuu.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\sxskbtitzz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\gijeixtykp.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\ivfzsxtezl.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\fjckdlvxqn.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\nyipbqspwl.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\gkxgqtjokl.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hnitnjujrv.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kuixweepfb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hkhleykexb.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\bddbwurxar.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\iuqjoofoxa.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kkgggmtlct.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\skcamtycoz.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\hfdlriqcir.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vqvkxnleku.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\tqrlcktjzk.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\jfbeqfotli.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\iuztcdgtwf.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\kycfivhnkr.mp4,1
D:\deepfakes\data\train\train_02\dfdc_train_part_2\vimegooaqs.mp4,1
